"index","date","value"
"DJIA",2015-09-17,16674.74
"DJIA",2015-09-16,16739.95
"DJIA",2015-09-15,16599.85
"DJIA",2015-09-14,16370.96
"DJIA",2015-09-11,16433.09
"DJIA",2015-09-10,16330.4
"DJIA",2015-09-09,16253.57
"DJIA",2015-09-08,16492.68
"DJIA",2015-09-04,16102.38
"DJIA",2015-09-03,16374.76
"DJIA",2015-09-02,16351.38
"DJIA",2015-09-01,16058.35
"DJIA",2015-08-31,16528.03
"DJIA",2015-08-28,16643.01
"DJIA",2015-08-27,16654.77
"DJIA",2015-08-26,16285.51
"DJIA",2015-08-25,15666.44
"DJIA",2015-08-24,15871.35
"DJIA",2015-08-21,16459.75
"DJIA",2015-08-20,16990.69
"DJIA",2015-08-19,17348.73
"DJIA",2015-08-18,17511.34
"DJIA",2015-08-17,17545.18
"DJIA",2015-08-14,17477.4
"DJIA",2015-08-13,17408.25
"DJIA",2015-08-12,17402.51
"DJIA",2015-08-11,17402.84
"DJIA",2015-08-10,17615.17
"DJIA",2015-08-07,17373.38
"DJIA",2015-08-06,17419.75
"DJIA",2015-08-05,17540.47
"DJIA",2015-08-04,17550.69
"DJIA",2015-08-03,17598.2
"DJIA",2015-07-31,17689.86
"DJIA",2015-07-30,17745.98
"DJIA",2015-07-29,17751.39
"DJIA",2015-07-28,17630.27
"DJIA",2015-07-27,17440.59
"DJIA",2015-07-24,17568.53
"DJIA",2015-07-23,17731.92
"DJIA",2015-07-22,17851.04
"DJIA",2015-07-21,17919.29
"DJIA",2015-07-20,18100.41
"DJIA",2015-07-17,18086.45
"DJIA",2015-07-16,18120.25
"DJIA",2015-07-15,18050.17
"DJIA",2015-07-14,18053.58
"DJIA",2015-07-13,17977.68
"DJIA",2015-07-10,17760.41
"DJIA",2015-07-09,17548.62
"DJIA",2015-07-08,17515.42
"DJIA",2015-07-07,17776.91
"DJIA",2015-07-06,17683.58
"DJIA",2015-07-02,17730.11
"DJIA",2015-07-01,17757.91
"DJIA",2015-06-30,17619.51
"DJIA",2015-06-29,17596.35
"DJIA",2015-06-26,17946.68
"DJIA",2015-06-25,17890.36
"DJIA",2015-06-24,17966.07
"DJIA",2015-06-23,18144.07
"DJIA",2015-06-22,18119.78
"DJIA",2015-06-19,18015.95
"DJIA",2015-06-18,18115.84
"DJIA",2015-06-17,17935.74
"DJIA",2015-06-16,17904.48
"DJIA",2015-06-15,17791.17
"DJIA",2015-06-12,17898.84
"DJIA",2015-06-11,18039.37
"DJIA",2015-06-10,18000.4
"DJIA",2015-06-09,17764.04
"DJIA",2015-06-08,17766.55
"DJIA",2015-06-05,17849.46
"DJIA",2015-06-04,17905.58
"DJIA",2015-06-03,18076.27
"DJIA",2015-06-02,18011.94
"DJIA",2015-06-01,18040.37
"DJIA",2015-05-29,18010.68
"DJIA",2015-05-28,18126.12
"DJIA",2015-05-27,18162.99
"DJIA",2015-05-26,18041.54
"DJIA",2015-05-22,18232.02
"DJIA",2015-05-21,18285.74
"DJIA",2015-05-20,18285.4
"DJIA",2015-05-19,18312.39
"DJIA",2015-05-18,18298.88
"DJIA",2015-05-15,18272.56
"DJIA",2015-05-14,18252.24
"DJIA",2015-05-13,18060.49
"DJIA",2015-05-12,18068.23
"DJIA",2015-05-11,18105.17
"DJIA",2015-05-08,18191.11
"DJIA",2015-05-07,17924.06
"DJIA",2015-05-06,17841.98
"DJIA",2015-05-05,17928.2
"DJIA",2015-05-04,18070.4
"DJIA",2015-05-01,18024.06
"DJIA",2015-04-30,17840.52
"DJIA",2015-04-29,18035.53
"DJIA",2015-04-28,18110.14
"DJIA",2015-04-27,18037.97
"DJIA",2015-04-24,18080.14
"DJIA",2015-04-23,18058.69
"DJIA",2015-04-22,18038.27
"DJIA",2015-04-21,17949.59
"DJIA",2015-04-20,18034.93
"DJIA",2015-04-17,17826.3
"DJIA",2015-04-16,18105.77
"DJIA",2015-04-15,18112.61
"DJIA",2015-04-14,18036.7
"DJIA",2015-04-13,17977.04
"DJIA",2015-04-10,18057.65
"DJIA",2015-04-09,17958.73
"DJIA",2015-04-08,17902.51
"DJIA",2015-04-07,17875.42
"DJIA",2015-04-06,17880.85
"DJIA",2015-04-02,17763.24
"DJIA",2015-04-01,17698.18
"DJIA",2015-03-31,17776.12
"DJIA",2015-03-30,17976.31
"DJIA",2015-03-27,17712.66
"DJIA",2015-03-26,17678.23
"DJIA",2015-03-25,17718.54
"DJIA",2015-03-24,18011.14
"DJIA",2015-03-23,18116.04
"DJIA",2015-03-20,18127.65
"DJIA",2015-03-19,17959.03
"DJIA",2015-03-18,18076.19
"DJIA",2015-03-17,17849.08
"DJIA",2015-03-16,17977.42
"DJIA",2015-03-13,17749.31
"DJIA",2015-03-12,17895.22
"DJIA",2015-03-11,17635.39
"DJIA",2015-03-10,17662.94
"DJIA",2015-03-09,17995.72
"DJIA",2015-03-06,17856.78
"DJIA",2015-03-05,18135.72
"DJIA",2015-03-04,18096.9
"DJIA",2015-03-03,18203.37
"DJIA",2015-03-02,18288.63
"DJIA",2015-02-27,18132.7
"DJIA",2015-02-26,18214.42
"DJIA",2015-02-25,18224.57
"DJIA",2015-02-24,18209.19
"DJIA",2015-02-23,18116.84
"DJIA",2015-02-20,18140.44
"DJIA",2015-02-19,17985.77
"DJIA",2015-02-18,18029.85
"DJIA",2015-02-17,18047.58
"DJIA",2015-02-13,18019.35
"DJIA",2015-02-12,17972.38
"DJIA",2015-02-11,17862.14
"DJIA",2015-02-10,17868.76
"DJIA",2015-02-09,17729.21
"DJIA",2015-02-06,17824.29
"DJIA",2015-02-05,17884.88
"DJIA",2015-02-04,17673.02
"DJIA",2015-02-03,17666.4
"DJIA",2015-02-02,17361.04
"DJIA",2015-01-30,17164.95
"DJIA",2015-01-29,17416.85
"DJIA",2015-01-28,17191.37
"DJIA",2015-01-27,17387.21
"DJIA",2015-01-26,17678.7
"DJIA",2015-01-23,17672.6
"DJIA",2015-01-22,17813.98
"DJIA",2015-01-21,17554.28
"DJIA",2015-01-20,17515.23
"DJIA",2015-01-16,17511.57
"DJIA",2015-01-15,17320.71
"DJIA",2015-01-14,17427.09
"DJIA",2015-01-13,17613.68
"DJIA",2015-01-12,17640.84
"DJIA",2015-01-09,17737.37
"DJIA",2015-01-08,17907.87
"DJIA",2015-01-07,17584.52
"DJIA",2015-01-06,17371.64
"DJIA",2015-01-05,17501.65
"DJIA",2015-01-02,17832.99
"DJIA",2014-12-31,17823.07
"DJIA",2014-12-30,17983.07
"DJIA",2014-12-29,18038.23
"DJIA",2014-12-26,18053.71
"DJIA",2014-12-24,18030.21
"DJIA",2014-12-23,18024.17
"DJIA",2014-12-22,17959.44
"DJIA",2014-12-19,17804.8
"DJIA",2014-12-18,17778.15
"DJIA",2014-12-17,17356.87
"DJIA",2014-12-16,17068.87
"DJIA",2014-12-15,17180.84
"DJIA",2014-12-12,17280.83
"DJIA",2014-12-11,17596.34
"DJIA",2014-12-10,17533.15
"DJIA",2014-12-09,17801.2
"DJIA",2014-12-08,17852.48
"DJIA",2014-12-05,17958.79
"DJIA",2014-12-04,17900.1
"DJIA",2014-12-03,17912.62
"DJIA",2014-12-02,17879.55
"DJIA",2014-12-01,17776.8
"DJIA",2014-11-28,17828.24
"DJIA",2014-11-26,17827.75
"DJIA",2014-11-25,17814.94
"DJIA",2014-11-24,17817.9
"DJIA",2014-11-21,17810.06
"DJIA",2014-11-20,17719
"DJIA",2014-11-19,17685.73
"DJIA",2014-11-18,17687.82
"DJIA",2014-11-17,17647.75
"DJIA",2014-11-14,17634.74
"DJIA",2014-11-13,17652.79
"DJIA",2014-11-12,17612.2
"DJIA",2014-11-11,17614.9
"DJIA",2014-11-10,17613.74
"DJIA",2014-11-07,17573.93
"DJIA",2014-11-06,17554.47
"DJIA",2014-11-05,17484.53
"DJIA",2014-11-04,17383.84
"DJIA",2014-11-03,17366.24
"DJIA",2014-10-31,17390.52
"DJIA",2014-10-30,17195.42
"DJIA",2014-10-29,16974.31
"DJIA",2014-10-28,17005.75
"DJIA",2014-10-27,16817.94
"DJIA",2014-10-24,16805.41
"DJIA",2014-10-23,16677.9
"DJIA",2014-10-22,16461.32
"DJIA",2014-10-21,16614.81
"DJIA",2014-10-20,16399.67
"DJIA",2014-10-17,16380.41
"DJIA",2014-10-16,16117.24
"DJIA",2014-10-15,16141.74
"DJIA",2014-10-14,16315.19
"DJIA",2014-10-13,16321.07
"DJIA",2014-10-10,16544.1
"DJIA",2014-10-09,16659.25
"DJIA",2014-10-08,16994.22
"DJIA",2014-10-07,16719.39
"DJIA",2014-10-06,16991.91
"DJIA",2014-10-03,17009.69
"DJIA",2014-10-02,16801.05
"DJIA",2014-10-01,16804.71
"DJIA",2014-09-30,17042.9
"DJIA",2014-09-29,17071.22
"DJIA",2014-09-26,17113.15
"DJIA",2014-09-25,16945.8
"DJIA",2014-09-24,17210.06
"DJIA",2014-09-23,17055.87
"DJIA",2014-09-22,17172.68
"DJIA",2014-09-19,17279.74
"DJIA",2014-09-18,17265.99
"DJIA",2014-09-17,17156.85
"DJIA",2014-09-16,17131.97
"DJIA",2014-09-15,17031.14
"DJIA",2014-09-12,16987.51
"DJIA",2014-09-11,17049
"DJIA",2014-09-10,17068.71
"DJIA",2014-09-09,17013.87
"DJIA",2014-09-08,17111.42
"DJIA",2014-09-05,17137.36
"DJIA",2014-09-04,17069.58
"DJIA",2014-09-03,17078.28
"DJIA",2014-09-02,17067.56
"DJIA",2014-08-29,17098.45
"DJIA",2014-08-28,17079.57
"DJIA",2014-08-27,17122.01
"DJIA",2014-08-26,17106.7
"DJIA",2014-08-25,17076.87
"DJIA",2014-08-22,17001.22
"DJIA",2014-08-21,17039.49
"DJIA",2014-08-20,16979.13
"DJIA",2014-08-19,16919.59
"DJIA",2014-08-18,16838.74
"DJIA",2014-08-15,16662.91
"DJIA",2014-08-14,16713.58
"DJIA",2014-08-13,16651.8
"DJIA",2014-08-12,16560.54
"DJIA",2014-08-11,16569.98
"DJIA",2014-08-08,16553.93
"DJIA",2014-08-07,16368.27
"DJIA",2014-08-06,16443.34
"DJIA",2014-08-05,16429.47
"DJIA",2014-08-04,16569.28
"DJIA",2014-08-01,16493.37
"DJIA",2014-07-31,16563.3
"DJIA",2014-07-30,16880.36
"DJIA",2014-07-29,16912.11
"DJIA",2014-07-28,16982.59
"DJIA",2014-07-25,16960.57
"DJIA",2014-07-24,17083.8
"DJIA",2014-07-23,17086.63
"DJIA",2014-07-22,17113.54
"DJIA",2014-07-21,17051.73
"DJIA",2014-07-18,17100.18
"DJIA",2014-07-17,16976.81
"DJIA",2014-07-16,17138.2
"DJIA",2014-07-15,17060.68
"DJIA",2014-07-14,17055.42
"DJIA",2014-07-11,16943.81
"DJIA",2014-07-10,16915.07
"DJIA",2014-07-09,16985.61
"DJIA",2014-07-08,16906.62
"DJIA",2014-07-07,17024.21
"DJIA",2014-07-03,17068.26
"DJIA",2014-07-02,16976.24
"DJIA",2014-07-01,16956.07
"DJIA",2014-06-30,16826.6
"DJIA",2014-06-27,16851.84
"DJIA",2014-06-26,16846.13
"DJIA",2014-06-25,16867.51
"DJIA",2014-06-24,16818.13
"DJIA",2014-06-23,16937.26
"DJIA",2014-06-20,16947.08
"DJIA",2014-06-19,16921.46
"DJIA",2014-06-18,16906.62
"DJIA",2014-06-17,16808.49
"DJIA",2014-06-16,16781.01
"DJIA",2014-06-13,16775.74
"DJIA",2014-06-12,16734.19
"DJIA",2014-06-11,16843.88
"DJIA",2014-06-10,16945.92
"DJIA",2014-06-09,16943.1
"DJIA",2014-06-06,16924.28
"DJIA",2014-06-05,16836.11
"DJIA",2014-06-04,16737.53
"DJIA",2014-06-03,16722.34
"DJIA",2014-06-02,16743.63
"DJIA",2014-05-30,16717.17
"DJIA",2014-05-29,16698.74
"DJIA",2014-05-28,16633.18
"DJIA",2014-05-27,16675.5
"DJIA",2014-05-23,16606.27
"DJIA",2014-05-22,16543.08
"DJIA",2014-05-21,16533.06
"DJIA",2014-05-20,16374.31
"DJIA",2014-05-19,16511.86
"DJIA",2014-05-16,16491.31
"DJIA",2014-05-15,16446.81
"DJIA",2014-05-14,16613.97
"DJIA",2014-05-13,16715.44
"DJIA",2014-05-12,16695.47
"DJIA",2014-05-09,16583.34
"DJIA",2014-05-08,16550.97
"DJIA",2014-05-07,16518.54
"DJIA",2014-05-06,16401.02
"DJIA",2014-05-05,16530.55
"DJIA",2014-05-02,16512.89
"DJIA",2014-05-01,16558.87
"DJIA",2014-04-30,16580.84
"DJIA",2014-04-29,16535.37
"DJIA",2014-04-28,16448.74
"DJIA",2014-04-25,16361.46
"DJIA",2014-04-24,16501.65
"DJIA",2014-04-23,16501.65
"DJIA",2014-04-22,16514.37
"DJIA",2014-04-21,16449.25
"DJIA",2014-04-17,16408.54
"DJIA",2014-04-16,16424.85
"DJIA",2014-04-15,16262.56
"DJIA",2014-04-14,16173.24
"DJIA",2014-04-11,16026.75
"DJIA",2014-04-10,16170.22
"DJIA",2014-04-09,16437.18
"DJIA",2014-04-08,16256.14
"DJIA",2014-04-07,16245.87
"DJIA",2014-04-04,16412.71
"DJIA",2014-04-03,16572.55
"DJIA",2014-04-02,16573
"DJIA",2014-04-01,16532.61
"DJIA",2014-03-31,16457.66
"DJIA",2014-03-28,16323.06
"DJIA",2014-03-27,16264.23
"DJIA",2014-03-26,16268.99
"DJIA",2014-03-25,16367.88
"DJIA",2014-03-24,16276.69
"DJIA",2014-03-21,16302.77
"DJIA",2014-03-20,16331.05
"DJIA",2014-03-19,16222.17
"DJIA",2014-03-18,16336.19
"DJIA",2014-03-17,16247.22
"DJIA",2014-03-14,16065.67
"DJIA",2014-03-13,16108.89
"DJIA",2014-03-12,16340.08
"DJIA",2014-03-11,16351.25
"DJIA",2014-03-10,16418.68
"DJIA",2014-03-07,16452.72
"DJIA",2014-03-06,16421.89
"DJIA",2014-03-05,16360.18
"DJIA",2014-03-04,16395.88
"DJIA",2014-03-03,16168.03
"DJIA",2014-02-28,16321.71
"DJIA",2014-02-27,16272.65
"DJIA",2014-02-26,16198.41
"DJIA",2014-02-25,16179.66
"DJIA",2014-02-24,16207.14
"DJIA",2014-02-21,16103.3
"DJIA",2014-02-20,16133.23
"DJIA",2014-02-19,16040.56
"DJIA",2014-02-18,16130.4
"DJIA",2014-02-14,16154.39
"DJIA",2014-02-13,16027.59
"DJIA",2014-02-12,15963.94
"DJIA",2014-02-11,15994.77
"DJIA",2014-02-10,15801.79
"DJIA",2014-02-07,15794.08
"DJIA",2014-02-06,15628.53
"DJIA",2014-02-05,15440.23
"DJIA",2014-02-04,15445.24
"DJIA",2014-02-03,15372.8
"DJIA",2014-01-31,15698.85
"DJIA",2014-01-30,15848.61
"DJIA",2014-01-29,15738.79
"DJIA",2014-01-28,15928.56
"DJIA",2014-01-27,15837.88
"DJIA",2014-01-24,15879.11
"DJIA",2014-01-23,16197.35
"DJIA",2014-01-22,16373.34
"DJIA",2014-01-21,16414.44
"DJIA",2014-01-17,16458.56
"DJIA",2014-01-16,16417.01
"DJIA",2014-01-15,16481.94
"DJIA",2014-01-14,16373.86
"DJIA",2014-01-13,16257.94
"DJIA",2014-01-10,16437.05
"DJIA",2014-01-09,16444.76
"DJIA",2014-01-08,16462.74
"DJIA",2014-01-07,16530.94
"DJIA",2014-01-06,16425.1
"DJIA",2014-01-03,16469.99
"DJIA",2014-01-02,16441.35
"DJIA",2013-12-31,16576.66
"DJIA",2013-12-30,16504.29
"DJIA",2013-12-27,16478.41
"DJIA",2013-12-26,16479.88
"DJIA",2013-12-24,16357.55
"DJIA",2013-12-23,16294.61
"DJIA",2013-12-20,16221.14
"DJIA",2013-12-19,16179.08
"DJIA",2013-12-18,16167.97
"DJIA",2013-12-17,15875.26
"DJIA",2013-12-16,15884.57
"DJIA",2013-12-13,15755.36
"DJIA",2013-12-12,15739.43
"DJIA",2013-12-11,15843.53
"DJIA",2013-12-10,15973.13
"DJIA",2013-12-09,16025.53
"DJIA",2013-12-06,16020.2
"DJIA",2013-12-05,15821.51
"DJIA",2013-12-04,15889.77
"DJIA",2013-12-03,15914.62
"DJIA",2013-12-02,16008.77
"DJIA",2013-11-29,16086.41
"DJIA",2013-11-27,16097.33
"DJIA",2013-11-26,16072.8
"DJIA",2013-11-25,16072.54
"DJIA",2013-11-22,16064.77
"DJIA",2013-11-21,16009.99
"DJIA",2013-11-20,15900.82
"DJIA",2013-11-19,15967.03
"DJIA",2013-11-18,15976.02
"DJIA",2013-11-15,15961.7
"DJIA",2013-11-14,15876.22
"DJIA",2013-11-13,15821.63
"DJIA",2013-11-12,15750.67
"DJIA",2013-11-11,15783.1
"DJIA",2013-11-08,15761.78
"DJIA",2013-11-07,15593.98
"DJIA",2013-11-06,15746.88
"DJIA",2013-11-05,15618.22
"DJIA",2013-11-04,15639.12
"DJIA",2013-11-01,15615.55
"DJIA",2013-10-31,15545.75
"DJIA",2013-10-30,15618.76
"DJIA",2013-10-29,15680.35
"DJIA",2013-10-28,15568.93
"DJIA",2013-10-25,15570.28
"DJIA",2013-10-24,15509.21
"DJIA",2013-10-23,15413.33
"DJIA",2013-10-22,15467.66
"DJIA",2013-10-21,15392.2
"DJIA",2013-10-18,15399.65
"DJIA",2013-10-17,15371.65
"DJIA",2013-10-16,15373.83
"DJIA",2013-10-15,15168.01
"DJIA",2013-10-14,15301.26
"DJIA",2013-10-11,15237.11
"DJIA",2013-10-10,15126.07
"DJIA",2013-10-09,14802.98
"DJIA",2013-10-08,14776.53
"DJIA",2013-10-07,14936.24
"DJIA",2013-10-04,15072.58
"DJIA",2013-10-03,14996.48
"DJIA",2013-10-02,15133.14
"DJIA",2013-10-01,15191.7
"DJIA",2013-09-30,15129.67
"DJIA",2013-09-27,15258.24
"DJIA",2013-09-26,15328.3
"DJIA",2013-09-25,15273.26
"DJIA",2013-09-24,15334.59
"DJIA",2013-09-23,15401.38
"DJIA",2013-09-20,15451.09
"DJIA",2013-09-19,15636.55
"DJIA",2013-09-18,15676.94
"DJIA",2013-09-17,15529.73
"DJIA",2013-09-16,15494.78
"DJIA",2013-09-13,15376.06
"DJIA",2013-09-12,15300.64
"DJIA",2013-09-11,15326.6
"DJIA",2013-09-10,15191.06
"DJIA",2013-09-09,15063.12
"DJIA",2013-09-06,14922.5
"DJIA",2013-09-05,14937.48
"DJIA",2013-09-04,14930.87
"DJIA",2013-09-03,14833.96
"DJIA",2013-08-30,14810.31
"DJIA",2013-08-29,14840.95
"DJIA",2013-08-28,14824.51
"DJIA",2013-08-27,14776.13
"DJIA",2013-08-26,14946.46
"DJIA",2013-08-23,15010.51
"DJIA",2013-08-22,14963.74
"DJIA",2013-08-21,14897.55
"DJIA",2013-08-20,15002.99
"DJIA",2013-08-19,15010.74
"DJIA",2013-08-16,15081.47
"DJIA",2013-08-15,15112.19
"DJIA",2013-08-14,15337.66
"DJIA",2013-08-13,15451.01
"DJIA",2013-08-12,15419.68
"DJIA",2013-08-09,15425.51
"DJIA",2013-08-08,15498.32
"DJIA",2013-08-07,15470.67
"DJIA",2013-08-06,15518.74
"DJIA",2013-08-05,15612.13
"DJIA",2013-08-02,15658.36
"DJIA",2013-08-01,15628.02
"DJIA",2013-07-31,15499.54
"DJIA",2013-07-30,15520.59
"DJIA",2013-07-29,15521.97
"DJIA",2013-07-26,15558.83
"DJIA",2013-07-25,15555.61
"DJIA",2013-07-24,15542.24
"DJIA",2013-07-23,15567.74
"DJIA",2013-07-22,15545.55
"DJIA",2013-07-19,15543.74
"DJIA",2013-07-18,15548.54
"DJIA",2013-07-17,15470.52
"DJIA",2013-07-16,15451.85
"DJIA",2013-07-15,15484.26
"DJIA",2013-07-12,15464.3
"DJIA",2013-07-11,15460.92
"DJIA",2013-07-10,15291.66
"DJIA",2013-07-09,15300.34
"DJIA",2013-07-08,15224.69
"DJIA",2013-07-05,15135.84
"DJIA",2013-07-03,14988.55
"DJIA",2013-07-02,14932.41
"DJIA",2013-07-01,14974.96
"DJIA",2013-06-28,14909.6
"DJIA",2013-06-27,15024.49
"DJIA",2013-06-26,14910.14
"DJIA",2013-06-25,14760.31
"DJIA",2013-06-24,14659.56
"DJIA",2013-06-21,14799.4
"DJIA",2013-06-20,14758.32
"DJIA",2013-06-19,15112.19
"DJIA",2013-06-18,15318.23
"DJIA",2013-06-17,15179.85
"DJIA",2013-06-14,15070.18
"DJIA",2013-06-13,15176.08
"DJIA",2013-06-12,14995.23
"DJIA",2013-06-11,15122.02
"DJIA",2013-06-10,15238.59
"DJIA",2013-06-07,15248.12
"DJIA",2013-06-06,15040.62
"DJIA",2013-06-05,14960.59
"DJIA",2013-06-04,15177.54
"DJIA",2013-06-03,15254.03
"DJIA",2013-05-31,15115.57
"DJIA",2013-05-30,15324.53
"DJIA",2013-05-29,15302.8
"DJIA",2013-05-28,15409.39
"DJIA",2013-05-24,15303.1
"DJIA",2013-05-23,15294.5
"DJIA",2013-05-22,15307.17
"DJIA",2013-05-21,15387.58
"DJIA",2013-05-20,15335.28
"DJIA",2013-05-17,15354.4
"DJIA",2013-05-16,15233.22
"DJIA",2013-05-15,15275.69
"DJIA",2013-05-14,15215.25
"DJIA",2013-05-13,15091.68
"DJIA",2013-05-10,15118.49
"DJIA",2013-05-09,15082.62
"DJIA",2013-05-08,15105.12
"DJIA",2013-05-07,15056.2
"DJIA",2013-05-06,14968.89
"DJIA",2013-05-03,14973.96
"DJIA",2013-05-02,14831.58
"DJIA",2013-05-01,14700.95
"DJIA",2013-04-30,14839.8
"DJIA",2013-04-29,14818.75
"DJIA",2013-04-26,14712.55
"DJIA",2013-04-25,14700.8
"DJIA",2013-04-24,14676.3
"DJIA",2013-04-23,14719.46
"DJIA",2013-04-22,14567.17
"DJIA",2013-04-19,14547.51
"DJIA",2013-04-18,14537.14
"DJIA",2013-04-17,14618.59
"DJIA",2013-04-16,14756.78
"DJIA",2013-04-15,14599.2
"DJIA",2013-04-12,14865.06
"DJIA",2013-04-11,14865.14
"DJIA",2013-04-10,14802.24
"DJIA",2013-04-09,14673.46
"DJIA",2013-04-08,14613.48
"DJIA",2013-04-05,14565.25
"DJIA",2013-04-04,14606.11
"DJIA",2013-04-03,14550.35
"DJIA",2013-04-02,14662.01
"DJIA",2013-04-01,14572.85
"DJIA",2013-03-28,14578.54
"DJIA",2013-03-27,14526.16
"DJIA",2013-03-26,14559.65
"DJIA",2013-03-25,14447.75
"DJIA",2013-03-22,14512.03
"DJIA",2013-03-21,14421.49
"DJIA",2013-03-20,14511.73
"DJIA",2013-03-19,14455.82
"DJIA",2013-03-18,14452.06
"DJIA",2013-03-15,14514.11
"DJIA",2013-03-14,14539.14
"DJIA",2013-03-13,14455.28
"DJIA",2013-03-12,14450.06
"DJIA",2013-03-11,14447.29
"DJIA",2013-03-08,14397.07
"DJIA",2013-03-07,14329.49
"DJIA",2013-03-06,14296.24
"DJIA",2013-03-05,14253.77
"DJIA",2013-03-04,14127.82
"DJIA",2013-03-01,14089.66
"DJIA",2013-02-28,14054.49
"DJIA",2013-02-27,14075.37
"DJIA",2013-02-26,13900.13
"DJIA",2013-02-25,13784.17
"DJIA",2013-02-22,14000.57
"DJIA",2013-02-21,13880.62
"DJIA",2013-02-20,13927.54
"DJIA",2013-02-19,14035.67
"DJIA",2013-02-15,13981.76
"DJIA",2013-02-14,13973.39
"DJIA",2013-02-13,13982.91
"DJIA",2013-02-12,14018.7
"DJIA",2013-02-11,13971.24
"DJIA",2013-02-08,13992.97
"DJIA",2013-02-07,13944.05
"DJIA",2013-02-06,13986.52
"DJIA",2013-02-05,13979.3
"DJIA",2013-02-04,13880.08
"DJIA",2013-02-01,14009.79
"DJIA",2013-01-31,13860.58
"DJIA",2013-01-30,13910.42
"DJIA",2013-01-29,13954.42
"DJIA",2013-01-28,13881.93
"DJIA",2013-01-25,13895.98
"DJIA",2013-01-24,13825.33
"DJIA",2013-01-23,13779.33
"DJIA",2013-01-22,13712.21
"DJIA",2013-01-18,13649.7
"DJIA",2013-01-17,13596.02
"DJIA",2013-01-16,13511.23
"DJIA",2013-01-15,13534.89
"DJIA",2013-01-14,13507.32
"DJIA",2013-01-11,13488.43
"DJIA",2013-01-10,13471.22
"DJIA",2013-01-09,13390.51
"DJIA",2013-01-08,13328.85
"DJIA",2013-01-07,13384.29
"DJIA",2013-01-04,13435.21
"DJIA",2013-01-03,13391.36
"DJIA",2013-01-02,13412.55
